Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,in_synchronous_network,p_set_before_scaling
C14,Rya Kvv,CCGT,6308,261.0,1143.18,0,0.58,38.8551724137931,99299.0381405309,2006.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,327.387384635358,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,1143.18
C28,Oresundsverket Malmo,CCGT,5671,448.0,1680.0,0,0.58,38.8551724137931,99299.0381405309,2009.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,337.405857740586,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,1680.0
C90,Abyverket,biomass,6640,100.0,438.0,0,0.47,14.8936170212766,278844.936767979,2004.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,125.435779553777,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,438.0
C91,Fyris Uppsala,biomass,6595,120.0,525.6,0,0.47,14.8936170212766,278844.936767979,2004.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,150.522935464532,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,525.6
C93,Angelholm,CCGT,6335,28.0,105.0,0,0.58,38.8551724137931,99299.0381405309,1991.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,21.0878661087866,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,105.0
C94,Gunnesbovorket,OCGT,5671,25.0,93.75,1,0.41,53.5243902439025,45218.9906699585,1991.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,18.8284518828452,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,93.75
C95,Lulea,CCGT,6931,100.0,270.0,0,0.58,38.8551724137931,99299.0381405309,1999.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,180.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_1,1.0,270.0
C96,Stjarnvik,OCGT,6646,60.0,262.8,1,0.41,53.5243902439025,45218.9906699585,1999.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,75.2614677322662,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,262.8
C97,Vasthamnsverket 2,CCGT,6335,69.0,258.75,0,0.58,38.8551724137931,99299.0381405309,2000.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,51.9665271966527,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,258.75
C98,Aros Vasteras,OCGT,6643,192.0,840.96,1,0.41,53.5243902439025,45218.9906699585,1999.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,240.836696743252,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,840.96
C99,Vartan Stockholm,OCGT,6604,190.0,832.2,1,0.41,53.5243902439025,45218.9906699585,1999.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,238.327981152176,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,832.2
C153,Forsmark-1,nuclear,6591,986.0,976.14,0,0.33,11.3787878787879,708708.980102573,1980.0,82.0,powerplantmatching,Inf,0.82,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,799.871233582282,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,976.14
C154,Forsmark-2 2,nuclear,6591,1116.0,1104.84,0,0.33,11.3787878787879,708708.980102573,1981.0,81.0,powerplantmatching,Inf,0.82,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,905.330929693536,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,1104.84
C155,Forsmark-3 3,nuclear,6591,1167.0,1155.33,0,0.33,11.3787878787879,708708.980102573,1985.0,77.0,powerplantmatching,Inf,0.82,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,946.703579706412,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,1155.33
C156,Ringhals-1,nuclear,6312,881.0,872.19,0,0.33,11.3787878787879,708708.980102573,1969.0,51.0,powerplantmatching,Inf,0.82,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,714.692248261653,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,872.19
C157,Ringhals-3 2,nuclear,6312,1062.0,1051.38,0,0.33,11.3787878787879,708708.980102573,1972.0,90.0,powerplantmatching,Inf,0.82,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,861.524594385784,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,1051.38
C158,Ringhals-4 3,nuclear,6312,1104.0,1092.96,0,0.33,11.3787878787879,708708.980102573,1973.0,89.0,powerplantmatching,Inf,0.82,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,895.596188514036,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,1092.96
C159,Oskarshamn-3,nuclear,6348,1450.0,1435.5,0,0.33,11.3787878787879,708708.980102573,1985.0,77.0,powerplantmatching,Inf,0.82,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,1176.2812258563,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,1435.5
C160,Vuosaari,CCGT,6554,480.0,499.2,0,0.917460317460318,26.1083044982699,99299.0381405309,1991.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,191.508664417379,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,499.2
C162,Naistenlahti,CCGT,6548,129.0,134.16,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,51.4679535621706,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,134.16
C163,Lielahti 2,CCGT,6548,142.0,147.68,0,0.58,38.8551724137931,99299.0381405309,1988.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,56.6546465568079,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,147.68
C164,Suomenoja,coal,6556,156.72928261574,162.998453920369,0,0.33,28.1969696969697,350935.393502816,1977.0,52.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,62.5312824767379,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,162.998453920369
C165,Hanasaari,coal,6552,210.201626096404,218.60969114026,0,0.33,28.1969696969697,350935.393502816,1974.0,50.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,83.8654847335073,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,218.60969114026
C166,Meri Pori,coal,6615,566.069291329789,588.712062982981,0,0.33,28.1969696969697,350935.393502816,1994.0,35.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,225.848279063042,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,588.712062982981
C167,Naantali,coal,6621,222.186806531725,231.074278792994,0,0.33,28.1969696969697,350935.393502816,1960.0,63.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,88.6472886876108,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,231.074278792994
C168,Salmisaari 2,coal,6552,163.182841311682,169.710154964149,0,0.33,28.1969696969697,350935.393502816,1984.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,65.1060999904859,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,169.710154964149
C169,Vaskiluoto,coal,6810,230.484239140794,239.703608706425,0,0.33,28.1969696969697,350935.393502816,1981.0,48.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,91.957768348144,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,239.703608706425
C183,Pietarsaari,biomass,6778,143.0,148.72,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,57.0536229410108,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,148.72
C184,Kellosaari,oil,6552,128.0,133.12,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,51.0689771779677,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,133.12
C185,Kaukopaa,biomass,6573,185.0,192.4,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,73.8106310775314,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,192.4
C186,Huutokoski Kt,oil,6790,180.0,187.2,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,71.815749156517,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,187.2
C187,Haapavesi,lignite,6786,150.0,156.0,0,0.33,12.2878787878788,350935.393502816,1977.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,59.8464576304309,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,156.0
C188,Forssa,oil,6547,326.0,339.04,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,130.066301250136,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,339.04
C194,Uimaharju,biomass,6903,107.0,111.28,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,42.6904731097074,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,111.28
C208,Olkiluoto Kt,oil,6617,125.0,130.0,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,49.8720480253591,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,130.0
C209,Kuusaanniemi,biomass,6569,100.0,104.0,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,39.8976384202872,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,104.0
C213,Porvoo Kt,CCGT,6567,120.6,125.424,0,0.58,38.8551724137931,99299.0381405309,1998.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,48.1165519348664,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,125.424
C214,Nokia Kombi 3,CCGT,6548,72.0,74.88,0,0.58,38.8551724137931,99299.0381405309,1997.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,28.7262996626068,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,74.88
C215,Mertaniemi Ja,oil,6573,102.0,106.08,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,40.695591188693,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,106.08
C216,Kirkniemi,CCGT,6555,128.0,133.12,0,0.58,38.8551724137931,99299.0381405309,1997.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,51.0689771779677,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,133.12
C218,Tahkoluoto 2,coal,6615,240.0,249.6,0,0.33,28.1969696969697,350935.393502816,1976.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,95.7543322086894,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,249.6
C230,Kerava 2,CCGT,6554,3.7,3.848,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
C231,Kerava,biomass,6554,19.04,19.8016,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,7.59651035522269,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,19.8016
C232,Kemi,biomass,6909,75.0,78.0,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,29.9232288152154,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,78.0
C234,Kavo,biomass,6787,79.2,82.368,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,31.5989296288675,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,82.368
C235,Kauttua,biomass,6619,19.0,19.76,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,7.58055129985458,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,19.76
C239,Kaipola,biomass,6784,25.0,26.0,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,9.97440960507181,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,26.0
C243,Heinola Vp 2,biomass,6569,19.0,19.76,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,7.58055129985458,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,19.76
C248,Joutseno 2,biomass,6573,85.0,88.4,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,33.9129926572442,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,88.4
C249,Joensuu,biomass,6923,68.0,70.72,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,27.1303941257953,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,70.72
C252,Ikaalinen,CCGT,6545,6.0,6.24,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,2.39385830521723,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,6.24
C259,Kokkola 2,biomass,6778,49.5,51.48,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,19.7493310180422,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,51.48
C260,Ristiina,biomass,6788,8.5,8.84,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,3.39129926572442,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,8.84
C261,Rauma,biomass,6618,146.5,152.36,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,58.4500402857208,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,152.36
C262,Rauhalahti,biomass,6789,80.0,83.2,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,31.9181107362298,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,83.2
C263,Pursiala,biomass,6571,59.0,61.36,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,23.5396066679695,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,61.36
C264,Porvoo,oil,6567,71.0,73.84,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,28.3273232784039,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,73.84
C266,Pori,biomass,6615,81.4,84.656,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,32.4766776741138,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,84.656
C270,Oulu,biomass,6918,133.0,138.32,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,53.063859098982,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,138.32
C272,Naantali Kt,oil,6621,40.0,41.6,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,15.9590553681149,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,41.6
C273,Myllykoski Vp 2,biomass,6903,32.8,34.112,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,13.0864254018542,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,34.112
C275,Loviisa Kt,oil,6570,40.0,41.6,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,15.9590553681149,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,41.6
C277,Kuusamo 3,biomass,6903,6.0,6.24,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,2.39385830521723,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,6.24
C278,Kuopio Savon Sellu 2,biomass,6788,20.5,21.32,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,8.17901587615889,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,21.32
C281,Kotka,biomass,6572,72.0,74.88,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,28.7262996626068,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,74.88
C282,Koskensaari 2,oil,6790,1.2,1.248,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
C284,Koneharju Kt 2,CCGT,6567,4.6,4.784,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
C286,Harjavalta,oil,6619,6.3,6.552,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,2.5135512204781,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,6.552
C289,Haapaniemi 3,biomass,6788,118.1,122.824,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,47.1191109743592,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,122.824
C300,Seinajoki,lignite,6781,120.0,124.8,0,0.33,12.2878787878788,350935.393502816,1977.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,47.8771661043447,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,124.8
C301,Keljonlahti,lignite,6789,190.0,197.6,0,0.33,12.2878787878788,350935.393502816,1977.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,75.8055129985458,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,197.6
C302,Salo,biomass,6546,13.5,14.04,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,5.38618118673878,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,14.04
C303,Tornio 2,biomass,6909,39.3,40.872,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,15.6797718991729,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,40.872
C304,Ylivieska,biomass,6911,6.2,6.448,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,2.47365358205781,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,6.448
C310,Veitsiluoto,biomass,6910,90.0,93.6,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,35.9078745782585,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,93.6
C311,Vaskiluoto Kt,oil,6810,26.0,27.04,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,10.3733859892747,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,27.04
C312,Vanaja Kt,oil,6549,50.0,52.0,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,19.9488192101436,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,52.0
C315,Toppila 2,biomass,6918,163.0,169.52,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,65.0331506250682,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,169.52
C316,Tolkkinen,biomass,6567,19.1,19.864,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,7.62044893827486,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,19.864
C320,Tako Ja 4,CCGT,6548,16.5,17.16,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,6.5831103393474,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,17.16
C321,Sunila 3,biomass,6573,35.7,37.128,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,14.2434569160426,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,37.128
C322,Sotkamo 4,biomass,6903,1.3,1.352,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
C323,Sopenkorpi 2,oil,6567,14.5,15.08,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,5.78515757094165,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,15.08
C326,Simpele 4,biomass,6573,34.5,35.88,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,13.7646852549991,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,35.88
C329,Hovinsaari 2,biomass,6572,51.0,53.04,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,20.3477955943465,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,53.04
C330,Hinkismaki,CCGT,6569,45.0,46.8,0,0.58,38.8551724137931,99299.0381405309,1988.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,17.9539372891293,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,46.8
C331,Hameenlinna,CCGT,6549,65.0,67.6,0,0.58,38.8551724137931,99299.0381405309,1982.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,25.9334649731867,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,67.6
C332,Martinlaakso 3,coal,6552,73.7549565250539,76.7051547860561,0,0.33,28.1969696969697,350935.393502816,1980.0,49.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,29.4264858714061,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,76.7051547860561
C333,Anjalankoski Mill,OCGT,6572,79.0,82.16,1,0.41,53.5243902439025,45218.9906699585,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,31.5191343520269,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,82.16
